user_id,Learning Path ID,Total Certifications,Average Performance,id,User Name
484.0,1.0,12,74.0,484,Theresa Webster
484.0,2.0,12,77.25,484,Theresa Webster
484.0,3.0,12,80.0,484,Theresa Webster
484.0,4.0,12,86.0,484,Theresa Webster
484.0,17.0,12,84.0,484,Theresa Webster
484.0,19.0,12,80.0,484,Theresa Webster
484.0,20.0,12,72.0,484,Theresa Webster
485.0,1.0,14,78.0,485,Krista Cummings
485.0,2.0,14,76.25,485,Krista Cummings
485.0,5.0,14,89.0,485,Krista Cummings
485.0,9.0,14,68.0,485,Krista Cummings
485.0,10.0,14,71.0,485,Krista Cummings
485.0,11.0,14,75.0,485,Krista Cummings
485.0,13.0,14,70.0,485,Krista Cummings
485.0,15.0,14,78.0,485,Krista Cummings
485.0,16.0,14,90.0,485,Krista Cummings
485.0,17.0,14,82.0,485,Krista Cummings
486.0,2.0,15,79.75,486,Carla Erickson
486.0,6.0,15,88.0,486,Carla Erickson
486.0,8.0,15,93.0,486,Carla Erickson
486.0,9.0,15,79.0,486,Carla Erickson
486.0,10.0,15,81.0,486,Carla Erickson
486.0,12.0,15,81.0,486,Carla Erickson
486.0,13.0,15,80.0,486,Carla Erickson
486.0,16.0,15,67.0,486,Carla Erickson
486.0,17.0,15,81.0,486,Carla Erickson
486.0,19.0,15,83.5,486,Carla Erickson
487.0,2.0,11,77.25,487,Sherri Garner
487.0,5.0,11,85.0,487,Sherri Garner
487.0,8.0,11,80.0,487,Sherri Garner
487.0,16.0,11,80.0,487,Sherri Garner
487.0,17.0,11,80.0,487,Sherri Garner
487.0,19.0,11,86.0,487,Sherri Garner
487.0,20.0,11,77.5,487,Sherri Garner
488.0,2.0,14,73.75,488,Paul Garcia
488.0,5.0,14,74.0,488,Paul Garcia
488.0,7.0,14,69.0,488,Paul Garcia
488.0,8.0,14,69.0,488,Paul Garcia
488.0,10.0,14,79.0,488,Paul Garcia
488.0,11.0,14,90.0,488,Paul Garcia
488.0,15.0,14,78.0,488,Paul Garcia
488.0,16.0,14,73.5,488,Paul Garcia
488.0,17.0,14,78.0,488,Paul Garcia
488.0,18.0,14,79.0,488,Paul Garcia
489.0,2.0,15,75.5,489,Anthony Forbes
489.0,5.0,15,97.0,489,Anthony Forbes
489.0,7.0,15,82.0,489,Anthony Forbes
489.0,9.0,15,75.0,489,Anthony Forbes
489.0,10.0,15,83.0,489,Anthony Forbes
489.0,12.0,15,81.0,489,Anthony Forbes
489.0,13.0,15,77.5,489,Anthony Forbes
489.0,15.0,15,89.0,489,Anthony Forbes
489.0,16.0,15,75.0,489,Anthony Forbes
489.0,17.0,15,81.0,489,Anthony Forbes
489.0,18.0,15,71.0,489,Anthony Forbes
490.0,2.0,12,77.4,490,Sarah Parsons
490.0,5.0,12,85.0,490,Sarah Parsons
490.0,9.0,12,75.0,490,Sarah Parsons
490.0,10.0,12,83.0,490,Sarah Parsons
490.0,14.0,12,72.0,490,Sarah Parsons
490.0,17.0,12,85.0,490,Sarah Parsons
490.0,20.0,12,87.0,490,Sarah Parsons
491.0,1.0,13,73.0,491,Jerry Scott
491.0,2.0,13,78.5,491,Jerry Scott
491.0,4.0,13,78.0,491,Jerry Scott
491.0,5.0,13,98.0,491,Jerry Scott
491.0,8.0,13,86.5,491,Jerry Scott
491.0,11.0,13,82.0,491,Jerry Scott
491.0,17.0,13,80.0,491,Jerry Scott
491.0,20.0,13,72.0,491,Jerry Scott
492.0,2.0,14,81.0,492,Leslie Mckinney
492.0,7.0,14,83.0,492,Leslie Mckinney
492.0,8.0,14,81.0,492,Leslie Mckinney
492.0,12.0,14,77.5,492,Leslie Mckinney
492.0,13.0,14,67.0,492,Leslie Mckinney
492.0,14.0,14,79.0,492,Leslie Mckinney
492.0,17.0,14,70.0,492,Leslie Mckinney
493.0,2.0,13,81.6,493,Bryan Tran
493.0,3.0,13,71.0,493,Bryan Tran
493.0,4.0,13,76.0,493,Bryan Tran
493.0,5.0,13,89.0,493,Bryan Tran
493.0,14.0,13,86.5,493,Bryan Tran
493.0,18.0,13,90.0,493,Bryan Tran
493.0,19.0,13,83.5,493,Bryan Tran
494.0,1.0,12,82.0,494,Timothy Harris
494.0,2.0,12,78.75,494,Timothy Harris
494.0,7.0,12,81.0,494,Timothy Harris
494.0,11.0,12,79.0,494,Timothy Harris
494.0,12.0,12,87.0,494,Timothy Harris
494.0,13.0,12,85.0,494,Timothy Harris
494.0,14.0,12,86.0,494,Timothy Harris
494.0,17.0,12,98.0,494,Timothy Harris
495.0,2.0,13,82.0,495,Jason Kennedy
495.0,6.0,13,70.0,495,Jason Kennedy
495.0,10.0,13,68.0,495,Jason Kennedy
495.0,14.0,13,76.5,495,Jason Kennedy
495.0,15.0,13,72.0,495,Jason Kennedy
495.0,17.0,13,79.5,495,Jason Kennedy
495.0,19.0,13,83.0,495,Jason Kennedy
496.0,1.0,13,83.0,496,Douglas Flores
496.0,2.0,13,73.0,496,Douglas Flores
496.0,5.0,13,81.0,496,Douglas Flores
496.0,9.0,13,83.0,496,Douglas Flores
496.0,12.0,13,84.0,496,Douglas Flores
496.0,16.0,13,81.0,496,Douglas Flores
496.0,17.0,13,91.0,496,Douglas Flores
496.0,19.0,13,84.0,496,Douglas Flores
496.0,20.0,13,79.0,496,Douglas Flores
497.0,1.0,11,70.0,497,Tanya Benson
497.0,2.0,11,80.75,497,Tanya Benson
497.0,7.0,11,87.0,497,Tanya Benson
497.0,12.0,11,88.0,497,Tanya Benson
497.0,14.0,11,70.5,497,Tanya Benson
497.0,17.0,11,74.0,497,Tanya Benson
497.0,19.0,11,76.0,497,Tanya Benson
498.0,2.0,15,77.4,498,Tiffany Johnson PhD
498.0,3.0,15,78.0,498,Tiffany Johnson PhD
498.0,8.0,15,79.5,498,Tiffany Johnson PhD
498.0,10.0,15,73.0,498,Tiffany Johnson PhD
498.0,12.0,15,73.0,498,Tiffany Johnson PhD
498.0,14.0,15,81.0,498,Tiffany Johnson PhD
498.0,17.0,15,75.0,498,Tiffany Johnson PhD
498.0,20.0,15,77.0,498,Tiffany Johnson PhD
499.0,1.0,12,84.0,499,Jacob Brown
499.0,2.0,12,79.5,499,Jacob Brown
499.0,3.0,12,73.0,499,Jacob Brown
499.0,4.0,12,78.0,499,Jacob Brown
499.0,9.0,12,73.5,499,Jacob Brown
499.0,14.0,12,65.0,499,Jacob Brown
499.0,16.0,12,85.0,499,Jacob Brown
499.0,17.0,12,93.0,499,Jacob Brown
500.0,1.0,14,81.0,500,Travis Price
500.0,2.0,14,82.75,500,Travis Price
500.0,5.0,14,86.0,500,Travis Price
500.0,7.0,14,79.0,500,Travis Price
500.0,8.0,14,84.0,500,Travis Price
500.0,13.0,14,80.0,500,Travis Price
500.0,17.0,14,84.0,500,Travis Price
500.0,19.0,14,84.0,500,Travis Price
500.0,20.0,14,90.5,500,Travis Price
501.0,2.0,15,76.0,501,Brent Gomez
501.0,6.0,15,72.0,501,Brent Gomez
501.0,7.0,15,85.0,501,Brent Gomez
501.0,11.0,15,69.0,501,Brent Gomez
501.0,13.0,15,82.0,501,Brent Gomez
501.0,14.0,15,76.5,501,Brent Gomez
501.0,17.0,15,72.0,501,Brent Gomez
501.0,18.0,15,98.0,501,Brent Gomez
501.0,19.0,15,89.0,501,Brent Gomez
502.0,2.0,14,80.5,502,Anne Palmer
502.0,3.0,14,81.0,502,Anne Palmer
502.0,4.0,14,87.0,502,Anne Palmer
502.0,7.0,14,67.0,502,Anne Palmer
502.0,11.0,14,79.0,502,Anne Palmer
502.0,13.0,14,73.0,502,Anne Palmer
502.0,17.0,14,76.75,502,Anne Palmer
502.0,19.0,14,79.0,502,Anne Palmer
503.0,2.0,15,84.83,503,Margaret Carrillo
503.0,5.0,15,90.0,503,Margaret Carrillo
503.0,8.0,15,83.5,503,Margaret Carrillo
503.0,11.0,15,92.0,503,Margaret Carrillo
503.0,12.0,15,81.0,503,Margaret Carrillo
503.0,14.0,15,77.0,503,Margaret Carrillo
503.0,15.0,15,91.0,503,Margaret Carrillo
503.0,17.0,15,83.0,503,Margaret Carrillo
503.0,20.0,15,83.0,503,Margaret Carrillo
504.0,2.0,13,79.4,504,Matthew Mcpherson
504.0,3.0,13,75.5,504,Matthew Mcpherson
504.0,8.0,13,81.0,504,Matthew Mcpherson
504.0,16.0,13,79.0,504,Matthew Mcpherson
504.0,17.0,13,79.0,504,Matthew Mcpherson
504.0,18.0,13,79.0,504,Matthew Mcpherson
504.0,20.0,13,78.0,504,Matthew Mcpherson
505.0,2.0,12,73.5,505,Kaylee Robertson
505.0,3.0,12,90.0,505,Kaylee Robertson
505.0,6.0,12,78.0,505,Kaylee Robertson
505.0,7.0,12,72.0,505,Kaylee Robertson
505.0,9.0,12,70.0,505,Kaylee Robertson
505.0,14.0,12,90.0,505,Kaylee Robertson
505.0,17.0,12,81.0,505,Kaylee Robertson
505.0,18.0,12,81.0,505,Kaylee Robertson
506.0,1.0,14,87.0,506,Charles Jennings
506.0,2.0,14,77.5,506,Charles Jennings
506.0,5.0,14,77.0,506,Charles Jennings
506.0,6.0,14,65.0,506,Charles Jennings
506.0,7.0,14,81.0,506,Charles Jennings
506.0,9.0,14,75.0,506,Charles Jennings
506.0,10.0,14,91.0,506,Charles Jennings
506.0,17.0,14,83.5,506,Charles Jennings
506.0,19.0,14,94.0,506,Charles Jennings
507.0,1.0,13,76.0,507,Yvonne King
507.0,2.0,13,79.5,507,Yvonne King
507.0,5.0,13,82.0,507,Yvonne King
507.0,8.0,13,75.0,507,Yvonne King
507.0,11.0,13,93.0,507,Yvonne King
507.0,16.0,13,92.0,507,Yvonne King
507.0,17.0,13,80.0,507,Yvonne King
507.0,18.0,13,72.0,507,Yvonne King
507.0,19.0,13,78.0,507,Yvonne King
508.0,2.0,15,74.0,508,Melody Pace
508.0,3.0,15,83.0,508,Melody Pace
508.0,5.0,15,78.0,508,Melody Pace
508.0,7.0,15,83.0,508,Melody Pace
508.0,13.0,15,69.0,508,Melody Pace
508.0,14.0,15,81.0,508,Melody Pace
508.0,15.0,15,80.0,508,Melody Pace
508.0,17.0,15,78.5,508,Melody Pace
508.0,19.0,15,81.0,508,Melody Pace
509.0,2.0,12,85.0,509,Luis Salazar
509.0,5.0,12,81.0,509,Luis Salazar
509.0,6.0,12,72.0,509,Luis Salazar
509.0,8.0,12,89.0,509,Luis Salazar
509.0,13.0,12,70.0,509,Luis Salazar
509.0,14.0,12,81.0,509,Luis Salazar
509.0,17.0,12,90.5,509,Luis Salazar
509.0,20.0,12,72.0,509,Luis Salazar
510.0,2.0,13,84.25,510,Karen Livingston
510.0,5.0,13,83.0,510,Karen Livingston
510.0,6.0,13,76.0,510,Karen Livingston
510.0,8.0,13,78.0,510,Karen Livingston
510.0,10.0,13,92.0,510,Karen Livingston
510.0,13.0,13,87.0,510,Karen Livingston
510.0,17.0,13,76.5,510,Karen Livingston
510.0,19.0,13,87.0,510,Karen Livingston
511.0,1.0,11,90.0,511,Phyllis Parker
511.0,2.0,11,83.25,511,Phyllis Parker
511.0,3.0,11,77.0,511,Phyllis Parker
511.0,5.0,11,68.0,511,Phyllis Parker
511.0,11.0,11,80.0,511,Phyllis Parker
511.0,16.0,11,88.0,511,Phyllis Parker
511.0,17.0,11,81.5,511,Phyllis Parker
512.0,1.0,13,76.0,512,Angela Gutierrez
512.0,2.0,13,85.0,512,Angela Gutierrez
512.0,8.0,13,89.0,512,Angela Gutierrez
512.0,15.0,13,81.0,512,Angela Gutierrez
512.0,17.0,13,84.5,512,Angela Gutierrez
512.0,19.0,13,80.0,512,Angela Gutierrez
512.0,20.0,13,80.5,512,Angela Gutierrez
513.0,1.0,15,79.0,513,Lisa Caldwell
513.0,2.0,15,78.83,513,Lisa Caldwell
513.0,3.0,15,88.0,513,Lisa Caldwell
513.0,4.0,15,82.5,513,Lisa Caldwell
513.0,12.0,15,94.0,513,Lisa Caldwell
513.0,13.0,15,86.0,513,Lisa Caldwell
513.0,17.0,15,68.0,513,Lisa Caldwell
513.0,19.0,15,67.0,513,Lisa Caldwell
514.0,1.0,14,92.0,514,Joshua Watts
514.0,2.0,14,81.5,514,Joshua Watts
514.0,5.0,14,91.0,514,Joshua Watts
514.0,6.0,14,77.0,514,Joshua Watts
514.0,9.0,14,87.0,514,Joshua Watts
514.0,13.0,14,86.33,514,Joshua Watts
514.0,15.0,14,86.0,514,Joshua Watts
514.0,16.0,14,81.0,514,Joshua Watts
514.0,17.0,14,83.0,514,Joshua Watts
515.0,1.0,14,76.0,515,Michele Dillon
515.0,2.0,14,86.75,515,Michele Dillon
515.0,4.0,14,91.0,515,Michele Dillon
515.0,7.0,14,83.0,515,Michele Dillon
515.0,9.0,14,74.0,515,Michele Dillon
515.0,10.0,14,83.0,515,Michele Dillon
515.0,13.0,14,85.5,515,Michele Dillon
515.0,16.0,14,69.0,515,Michele Dillon
515.0,17.0,14,72.0,515,Michele Dillon
515.0,18.0,14,78.0,515,Michele Dillon
516.0,1.0,12,88.0,516,Joshua Campbell
516.0,2.0,12,83.25,516,Joshua Campbell
516.0,7.0,12,82.0,516,Joshua Campbell
516.0,11.0,12,88.0,516,Joshua Campbell
516.0,14.0,12,74.0,516,Joshua Campbell
516.0,16.0,12,91.0,516,Joshua Campbell
516.0,17.0,12,70.0,516,Joshua Campbell
516.0,18.0,12,80.0,516,Joshua Campbell
517.0,2.0,11,84.5,517,Jonathan Green
517.0,3.0,11,64.0,517,Jonathan Green
517.0,4.0,11,95.0,517,Jonathan Green
517.0,8.0,11,84.0,517,Jonathan Green
517.0,12.0,11,79.0,517,Jonathan Green
517.0,16.0,11,83.0,517,Jonathan Green
517.0,17.0,11,76.0,517,Jonathan Green
518.0,1.0,14,79.0,518,Andrea Rivera
518.0,2.0,14,80.0,518,Andrea Rivera
518.0,4.0,14,90.0,518,Andrea Rivera
518.0,6.0,14,66.0,518,Andrea Rivera
518.0,10.0,14,85.0,518,Andrea Rivera
518.0,11.0,14,76.0,518,Andrea Rivera
518.0,13.0,14,74.0,518,Andrea Rivera
518.0,17.0,14,75.0,518,Andrea Rivera
518.0,18.0,14,87.0,518,Andrea Rivera
518.0,19.0,14,81.5,518,Andrea Rivera
519.0,1.0,12,78.0,519,Mr. Jared Bailey
519.0,2.0,12,82.5,519,Mr. Jared Bailey
519.0,5.0,12,76.0,519,Mr. Jared Bailey
519.0,7.0,12,77.0,519,Mr. Jared Bailey
519.0,11.0,12,93.0,519,Mr. Jared Bailey
519.0,16.0,12,96.0,519,Mr. Jared Bailey
519.0,17.0,12,86.0,519,Mr. Jared Bailey
519.0,18.0,12,84.0,519,Mr. Jared Bailey
520.0,1.0,14,74.0,520,Grant Monroe
520.0,2.0,14,80.5,520,Grant Monroe
520.0,4.0,14,76.0,520,Grant Monroe
520.0,6.0,14,89.0,520,Grant Monroe
520.0,8.0,14,77.0,520,Grant Monroe
520.0,12.0,14,68.0,520,Grant Monroe
520.0,13.0,14,90.0,520,Grant Monroe
520.0,14.0,14,79.0,520,Grant Monroe
520.0,16.0,14,90.0,520,Grant Monroe
520.0,17.0,14,78.0,520,Grant Monroe
520.0,20.0,14,75.0,520,Grant Monroe
521.0,2.0,14,78.2,521,Adam Joyce
521.0,6.0,14,75.0,521,Adam Joyce
521.0,8.0,14,91.0,521,Adam Joyce
521.0,9.0,14,86.0,521,Adam Joyce
521.0,10.0,14,78.0,521,Adam Joyce
521.0,14.0,14,71.0,521,Adam Joyce
521.0,15.0,14,82.0,521,Adam Joyce
521.0,16.0,14,79.0,521,Adam Joyce
521.0,17.0,14,89.0,521,Adam Joyce
521.0,19.0,14,79.0,521,Adam Joyce
522.0,2.0,13,81.75,522,Melissa Smith
522.0,3.0,13,87.0,522,Melissa Smith
522.0,7.0,13,91.0,522,Melissa Smith
522.0,9.0,13,82.0,522,Melissa Smith
522.0,10.0,13,90.0,522,Melissa Smith
522.0,13.0,13,83.0,522,Melissa Smith
522.0,15.0,13,91.0,522,Melissa Smith
522.0,17.0,13,86.5,522,Melissa Smith
523.0,2.0,11,84.75,523,Marcia Huynh
523.0,3.0,11,83.0,523,Marcia Huynh
523.0,4.0,11,70.0,523,Marcia Huynh
523.0,8.0,11,88.0,523,Marcia Huynh
523.0,15.0,11,73.0,523,Marcia Huynh
523.0,17.0,11,88.0,523,Marcia Huynh
523.0,19.0,11,84.0,523,Marcia Huynh
524.0,2.0,14,78.5,524,Haley Robinson
524.0,3.0,14,83.0,524,Haley Robinson
524.0,7.0,14,76.0,524,Haley Robinson
524.0,8.0,14,73.0,524,Haley Robinson
524.0,10.0,14,82.0,524,Haley Robinson
524.0,12.0,14,75.0,524,Haley Robinson
524.0,14.0,14,73.0,524,Haley Robinson
524.0,17.0,14,87.0,524,Haley Robinson
524.0,20.0,14,85.0,524,Haley Robinson
525.0,2.0,11,78.5,525,Bruce Nelson
525.0,3.0,11,79.0,525,Bruce Nelson
525.0,6.0,11,76.0,525,Bruce Nelson
525.0,12.0,11,80.0,525,Bruce Nelson
525.0,15.0,11,82.0,525,Bruce Nelson
525.0,17.0,11,80.67,525,Bruce Nelson
526.0,2.0,12,84.6,526,Linda Gonzales
526.0,4.0,12,80.0,526,Linda Gonzales
526.0,7.0,12,86.0,526,Linda Gonzales
526.0,8.0,12,73.0,526,Linda Gonzales
526.0,11.0,12,81.0,526,Linda Gonzales
526.0,13.0,12,78.0,526,Linda Gonzales
526.0,17.0,12,79.0,526,Linda Gonzales
526.0,18.0,12,77.0,526,Linda Gonzales
527.0,1.0,10,80.0,527,Ashley Williams
527.0,2.0,10,85.0,527,Ashley Williams
527.0,12.0,10,81.0,527,Ashley Williams
527.0,15.0,10,73.0,527,Ashley Williams
527.0,17.0,10,95.0,527,Ashley Williams
527.0,19.0,10,81.0,527,Ashley Williams
528.0,2.0,12,78.4,528,Katie Taylor
528.0,5.0,12,84.0,528,Katie Taylor
528.0,9.0,12,90.0,528,Katie Taylor
528.0,12.0,12,91.0,528,Katie Taylor
528.0,14.0,12,83.0,528,Katie Taylor
528.0,17.0,12,81.0,528,Katie Taylor
528.0,18.0,12,77.0,528,Katie Taylor
529.0,1.0,10,65.0,529,Laura Rice DDS
529.0,2.0,10,79.25,529,Laura Rice DDS
529.0,4.0,10,80.0,529,Laura Rice DDS
529.0,7.0,10,71.0,529,Laura Rice DDS
529.0,9.0,10,76.0,529,Laura Rice DDS
529.0,11.0,10,67.0,529,Laura Rice DDS
529.0,17.0,10,80.0,529,Laura Rice DDS
530.0,1.0,13,84.0,530,Danielle Scott
530.0,2.0,13,79.33,530,Danielle Scott
530.0,13.0,13,71.0,530,Danielle Scott
530.0,14.0,13,88.0,530,Danielle Scott
530.0,17.0,13,87.0,530,Danielle Scott
530.0,20.0,13,76.0,530,Danielle Scott
531.0,2.0,12,82.0,531,Anita Brown
531.0,3.0,12,81.0,531,Anita Brown
531.0,7.0,12,76.0,531,Anita Brown
531.0,8.0,12,75.0,531,Anita Brown
531.0,9.0,12,92.0,531,Anita Brown
531.0,10.0,12,75.0,531,Anita Brown
531.0,11.0,12,91.0,531,Anita Brown
531.0,16.0,12,77.0,531,Anita Brown
531.0,17.0,12,91.0,531,Anita Brown
532.0,2.0,12,84.75,532,William Hernandez
532.0,3.0,12,90.0,532,William Hernandez
532.0,4.0,12,85.0,532,William Hernandez
532.0,5.0,12,84.0,532,William Hernandez
532.0,10.0,12,71.0,532,William Hernandez
532.0,11.0,12,81.0,532,William Hernandez
532.0,16.0,12,78.0,532,William Hernandez
532.0,17.0,12,76.5,532,William Hernandez
533.0,2.0,15,77.25,533,Alicia Shields
533.0,3.0,15,85.0,533,Alicia Shields
533.0,7.0,15,81.0,533,Alicia Shields
533.0,9.0,15,67.0,533,Alicia Shields
533.0,10.0,15,96.0,533,Alicia Shields
533.0,13.0,15,85.0,533,Alicia Shields
533.0,14.0,15,77.0,533,Alicia Shields
533.0,15.0,15,82.0,533,Alicia Shields
533.0,17.0,15,81.0,533,Alicia Shields
533.0,18.0,15,79.0,533,Alicia Shields
534.0,2.0,15,84.25,534,Lance Cruz
534.0,5.0,15,74.0,534,Lance Cruz
534.0,9.0,15,78.0,534,Lance Cruz
534.0,10.0,15,67.0,534,Lance Cruz
534.0,12.0,15,83.0,534,Lance Cruz
534.0,14.0,15,86.5,534,Lance Cruz
534.0,15.0,15,75.0,534,Lance Cruz
534.0,16.0,15,72.0,534,Lance Cruz
534.0,17.0,15,70.0,534,Lance Cruz
534.0,18.0,15,74.5,534,Lance Cruz
535.0,2.0,13,76.75,535,David Murphy
535.0,6.0,13,94.0,535,David Murphy
535.0,7.0,13,80.0,535,David Murphy
535.0,11.0,13,89.0,535,David Murphy
535.0,12.0,13,76.5,535,David Murphy
535.0,16.0,13,78.0,535,David Murphy
535.0,17.0,13,79.5,535,David Murphy
535.0,18.0,13,77.0,535,David Murphy
536.0,2.0,10,81.25,536,Emily Soto
536.0,4.0,10,84.0,536,Emily Soto
536.0,12.0,10,96.0,536,Emily Soto
536.0,13.0,10,73.5,536,Emily Soto
536.0,17.0,10,68.0,536,Emily Soto
536.0,20.0,10,76.0,536,Emily Soto
537.0,2.0,13,79.0,537,Brandon Rodriguez
537.0,4.0,13,80.0,537,Brandon Rodriguez
537.0,5.0,13,65.0,537,Brandon Rodriguez
537.0,9.0,13,76.0,537,Brandon Rodriguez
537.0,11.0,13,78.0,537,Brandon Rodriguez
537.0,15.0,13,79.0,537,Brandon Rodriguez
537.0,16.0,13,92.0,537,Brandon Rodriguez
537.0,17.0,13,81.5,537,Brandon Rodriguez
538.0,2.0,11,74.25,538,Christopher Jones
538.0,3.0,11,94.0,538,Christopher Jones
538.0,6.0,11,83.0,538,Christopher Jones
538.0,10.0,11,79.0,538,Christopher Jones
538.0,11.0,11,73.0,538,Christopher Jones
538.0,16.0,11,75.0,538,Christopher Jones
538.0,17.0,11,73.0,538,Christopher Jones
539.0,2.0,14,80.0,539,Leroy Foster
539.0,3.0,14,80.0,539,Leroy Foster
539.0,5.0,14,92.0,539,Leroy Foster
539.0,11.0,14,78.5,539,Leroy Foster
539.0,12.0,14,79.0,539,Leroy Foster
539.0,14.0,14,82.0,539,Leroy Foster
539.0,17.0,14,88.0,539,Leroy Foster
539.0,18.0,14,84.0,539,Leroy Foster
539.0,19.0,14,86.0,539,Leroy Foster
540.0,2.0,14,80.5,540,Stephanie Boyd
540.0,4.0,14,73.5,540,Stephanie Boyd
540.0,6.0,14,88.0,540,Stephanie Boyd
540.0,7.0,14,74.0,540,Stephanie Boyd
540.0,9.0,14,88.0,540,Stephanie Boyd
540.0,11.0,14,82.0,540,Stephanie Boyd
540.0,16.0,14,76.0,540,Stephanie Boyd
540.0,17.0,14,84.0,540,Stephanie Boyd
540.0,19.0,14,90.0,540,Stephanie Boyd
541.0,1.0,12,66.0,541,Gregory Clark
541.0,2.0,12,80.0,541,Gregory Clark
541.0,4.0,12,74.0,541,Gregory Clark
541.0,5.0,12,78.0,541,Gregory Clark
541.0,11.0,12,83.5,541,Gregory Clark
541.0,12.0,12,72.0,541,Gregory Clark
541.0,14.0,12,80.0,541,Gregory Clark
541.0,17.0,12,84.0,541,Gregory Clark
542.0,2.0,12,80.6,542,Jacqueline Abbott
542.0,3.0,12,90.0,542,Jacqueline Abbott
542.0,10.0,12,70.0,542,Jacqueline Abbott
542.0,11.0,12,70.0,542,Jacqueline Abbott
542.0,14.0,12,84.5,542,Jacqueline Abbott
542.0,17.0,12,82.5,542,Jacqueline Abbott
543.0,2.0,14,79.0,543,Alfred Banks
543.0,3.0,14,81.0,543,Alfred Banks
543.0,4.0,14,83.75,543,Alfred Banks
543.0,7.0,14,92.0,543,Alfred Banks
543.0,9.0,14,84.0,543,Alfred Banks
543.0,11.0,14,78.0,543,Alfred Banks
543.0,13.0,14,90.0,543,Alfred Banks
543.0,17.0,14,82.0,543,Alfred Banks
543.0,20.0,14,79.0,543,Alfred Banks
544.0,2.0,14,77.75,544,Denise Garcia
544.0,5.0,14,81.0,544,Denise Garcia
544.0,9.0,14,68.0,544,Denise Garcia
544.0,10.0,14,84.0,544,Denise Garcia
544.0,12.0,14,64.0,544,Denise Garcia
544.0,14.0,14,73.5,544,Denise Garcia
544.0,15.0,14,84.0,544,Denise Garcia
544.0,16.0,14,80.0,544,Denise Garcia
544.0,17.0,14,82.0,544,Denise Garcia
544.0,20.0,14,84.0,544,Denise Garcia
545.0,1.0,15,72.0,545,Carol Alexander DDS
545.0,2.0,15,81.75,545,Carol Alexander DDS
545.0,3.0,15,72.0,545,Carol Alexander DDS
545.0,10.0,15,66.0,545,Carol Alexander DDS
545.0,11.0,15,75.0,545,Carol Alexander DDS
545.0,12.0,15,70.0,545,Carol Alexander DDS
545.0,13.0,15,72.0,545,Carol Alexander DDS
545.0,14.0,15,68.0,545,Carol Alexander DDS
545.0,16.0,15,84.0,545,Carol Alexander DDS
545.0,17.0,15,75.0,545,Carol Alexander DDS
546.0,1.0,15,77.0,546,Julie Jones
546.0,2.0,15,79.75,546,Julie Jones
546.0,4.0,15,79.0,546,Julie Jones
546.0,5.0,15,68.0,546,Julie Jones
546.0,7.0,15,90.0,546,Julie Jones
546.0,9.0,15,79.0,546,Julie Jones
546.0,10.0,15,91.5,546,Julie Jones
546.0,13.0,15,74.0,546,Julie Jones
546.0,16.0,15,78.0,546,Julie Jones
546.0,17.0,15,82.0,546,Julie Jones
546.0,18.0,15,91.0,546,Julie Jones
547.0,2.0,11,77.8,547,Valerie Kane
547.0,14.0,11,89.0,547,Valerie Kane
547.0,16.0,11,76.33,547,Valerie Kane
547.0,17.0,11,85.0,547,Valerie Kane
547.0,20.0,11,89.0,547,Valerie Kane
548.0,2.0,12,78.6,548,Dustin Fowler
548.0,3.0,12,88.0,548,Dustin Fowler
548.0,6.0,12,96.0,548,Dustin Fowler
548.0,7.0,12,86.0,548,Dustin Fowler
548.0,9.0,12,90.0,548,Dustin Fowler
548.0,13.0,12,84.0,548,Dustin Fowler
548.0,16.0,12,96.0,548,Dustin Fowler
548.0,17.0,12,74.0,548,Dustin Fowler
549.0,2.0,13,77.2,549,Kelly Chambers
549.0,4.0,13,82.0,549,Kelly Chambers
549.0,6.0,13,76.0,549,Kelly Chambers
549.0,10.0,13,89.0,549,Kelly Chambers
549.0,11.0,13,85.0,549,Kelly Chambers
549.0,12.0,13,80.0,549,Kelly Chambers
549.0,16.0,13,83.0,549,Kelly Chambers
549.0,17.0,13,81.0,549,Kelly Chambers
549.0,18.0,13,81.0,549,Kelly Chambers
550.0,2.0,14,90.25,550,Christina Smith
550.0,3.0,14,74.0,550,Christina Smith
550.0,11.0,14,88.0,550,Christina Smith
550.0,12.0,14,79.0,550,Christina Smith
550.0,14.0,14,78.0,550,Christina Smith
550.0,16.0,14,94.0,550,Christina Smith
550.0,17.0,14,81.0,550,Christina Smith
550.0,20.0,14,82.0,550,Christina Smith
551.0,2.0,14,86.0,551,Destiny Smith
551.0,4.0,14,84.0,551,Destiny Smith
551.0,6.0,14,70.0,551,Destiny Smith
551.0,7.0,14,78.0,551,Destiny Smith
551.0,8.0,14,82.0,551,Destiny Smith
551.0,10.0,14,84.0,551,Destiny Smith
551.0,11.0,14,77.0,551,Destiny Smith
551.0,12.0,14,82.0,551,Destiny Smith
551.0,13.0,14,76.0,551,Destiny Smith
551.0,17.0,14,73.0,551,Destiny Smith
552.0,2.0,12,82.5,552,Nicole Davis
552.0,3.0,12,71.0,552,Nicole Davis
552.0,9.0,12,89.5,552,Nicole Davis
552.0,13.0,12,93.0,552,Nicole Davis
552.0,15.0,12,85.0,552,Nicole Davis
552.0,17.0,12,90.0,552,Nicole Davis
552.0,18.0,12,69.0,552,Nicole Davis
553.0,1.0,14,86.0,553,Michael Morales
553.0,2.0,14,83.0,553,Michael Morales
